author,pull_number,title,description,churn,changed_files,activities,comments,comment_dates,state,creation_date,close_date,closed_by,release_tag
sudarshang,613,Fix duplicated conf_paths,107,12,2,5,4,2013-03-13T21:14:53+00:00;2013-03-13T21:15:59+00:00;2013-03-13T21:50:38+00:00;2013-03-13T21:57:31+00:00,merged,2013-03-13T21:13:54+00:00,2013-03-13 21:58:01+00:00,sudarshang,v0.4.0
baris,610,add Makefile,57,18,1,3,0,,merged,2013-03-04T19:57:54+00:00,2013-03-05 01:37:54+00:00,sudarshang,v0.4.0
coyotemarin,609,Turn off bootstrap_mrjob by default in local mode,174,26,4,3,0,,merged,2013-03-01T22:08:39+00:00,2013-03-01 23:02:04+00:00,sudarshang,v0.4.0
sudarshang,608,Fixes #607 IOError if bootstrap action on master node fails,243,6,1,3,1,2013-03-05T01:28:04+00:00,merged,2013-02-27T02:16:15+00:00,2013-03-05 01:38:10+00:00,sudarshang,v0.4.0
coyotemarin,606,"""setup"" option and refactor of old setup_* options",647,601,13,10,6,2013-02-26T18:11:09+00:00;2013-06-07T04:55:09+00:00;2013-06-09T17:28:20+00:00;2013-06-12T18:22:57+00:00;2013-06-12T18:25:03+00:00;2013-06-12T22:25:02+00:00,merged,2013-02-26T06:49:28+00:00,2013-06-12 18:23:02+00:00,sudarshang,v0.4.1
coyotemarin,605,setup regression tests,118,155,2,3,1,2013-03-01T21:57:18+00:00,merged,2013-02-24T22:56:26+00:00,2013-03-01 21:57:16+00:00,sudarshang,v0.4.0
coyotemarin,603,More progress toward simplifying setup/bootstrap,392,275,3,3,0,,merged,2013-02-23T00:42:34+00:00,2013-06-12 18:23:05+00:00,sudarshang,
coyotemarin,602,Use a PTY so hadoop lines are returned immediately (replaces #580),105,56,3,3,1,2013-02-21T19:23:53+00:00,merged,2013-02-20T23:57:43+00:00,2013-02-23 00:21:11+00:00,sudarshang,v0.4.0
sudarshang,600,Fixes #559 terminate_idle_job_flows throws an exception,152,38,3,6,1,2013-02-14T00:37:58+00:00,merged,2013-02-14T00:33:50+00:00,2013-02-23 00:21:50+00:00,sudarshang,v0.4.0
sudarshang,599,Inline mode now supports jobconf.,87,1303,4,3,10,2013-02-21T18:18:06+00:00;2013-02-21T20:10:21+00:00;2013-02-14T00:39:25+00:00;2013-02-14T00:44:57+00:00;2013-02-14T00:47:06+00:00;2013-02-14T00:47:58+00:00;2013-02-14T21:53:33+00:00;2013-02-14T22:00:42+00:00;2013-02-14T22:05:29+00:00;2013-02-21T18:08:40+00:00,merged,2013-02-13T02:33:11+00:00,2013-02-23 00:22:15+00:00,sudarshang,v0.4.0
sudarshang,597,Auto Translates the hadoop jobconf in case the hadoop version is changed,90,59,3,6,14,2013-01-30T23:53:13+00:00;2013-01-31T06:21:54+00:00;2013-02-02T05:41:23+00:00;2013-02-02T19:50:42+00:00;2013-02-04T19:20:39+00:00;2013-02-06T22:27:47+00:00;2013-02-06T22:28:43+00:00;2013-01-30T23:47:44+00:00;2013-01-30T23:52:19+00:00;2013-01-30T23:52:42+00:00;2013-02-02T05:33:21+00:00;2013-02-02T19:48:40+00:00;2013-02-02T21:04:32+00:00;2013-02-04T19:20:00+00:00,merged,2013-01-30T00:32:12+00:00,2013-02-06 22:28:41+00:00,sudarshang,v0.4.0
sudarshang,596,Fixes 595 (fix failing fs test cases),172,18,3,4,1,2013-01-25T19:23:54+00:00,merged,2013-01-25T17:59:19+00:00,2013-01-25 20:47:26+00:00,sudarshang,v0.4.0
sudarshang,593,Added test case to check no warnings are thrown if a configuration file ...,55,43,2,4,1,2013-01-24T00:17:57+00:00,merged,2013-01-24T00:09:39+00:00,2013-01-24 18:31:26+00:00,sudarshang,v0.4.0
sudarshang,591,Added .travis.yml to setup CI testing,103,11,2,4,1,2013-01-17T01:11:09+00:00,merged,2013-01-17T00:44:11+00:00,2013-01-17 01:26:18+00:00,sudarshang,v0.4.0
bde,588,Adding ujson support.,130,0,0,2,0,,merged,2013-01-08T22:32:11+00:00,2013-01-09 20:20:45+00:00,bde,
tarnfeld,586,Fix for multiple files of different sizes,353,40,3,7,4,2013-01-14T19:19:04+00:00;2013-04-07T22:10:54+00:00;2013-04-07T22:33:23+00:00;2013-04-08T12:38:54+00:00,merged,2013-01-02T16:37:12+00:00,2013-04-08 12:38:52+00:00,sudarshang,v0.4.0
irskep,584,Update contrib guide to discuss config option standards,170,14,2,3,0,,merged,2012-12-15T22:16:22+00:00,2013-01-03 18:37:30+00:00,sudarshang,v0.4.0
tarnfeld,583,Added an option to disable input path checking in hadoop,500,113,7,12,16,2012-12-15T22:06:50+00:00;2012-12-17T10:42:37+00:00;2012-12-17T10:59:45+00:00;2012-12-17T11:48:33+00:00;2013-01-02T16:49:52+00:00;2013-06-03T18:33:12+00:00;2013-06-03T18:35:25+00:00;2013-07-19T17:38:21+00:00;2013-07-19T17:44:13+00:00;2013-07-20T18:55:24+00:00;2013-07-20T19:27:59+00:00;2013-07-20T19:29:19+00:00;2013-07-20T19:36:17+00:00;2013-07-20T22:50:22+00:00;2013-09-16T06:06:24+00:00;2013-07-20T19:10:07+00:00,merged,2012-12-14T16:08:42+00:00,2013-07-20 22:50:30+00:00,coyotemarin,v0.4.1
thebigjc,580,Use a PTY so hadoop lines are returned immediately,409,31,1,5,6,2012-11-22T18:57:21+00:00;2012-11-22T19:01:05+00:00;2012-11-22T22:28:01+00:00;2012-11-22T22:36:53+00:00;2012-12-08T00:23:26+00:00;2012-12-08T00:24:20+00:00,merged,2012-11-21T18:45:44+00:00,2013-02-23 00:21:13+00:00,sudarshang,
mperry8889,577,Fix prefixing already-prefixed ls output,2216,2,1,2,3,2012-11-16T20:07:23+00:00;2012-11-16T21:12:03+00:00;2012-11-16T21:46:50+00:00,merged,2012-11-14T22:46:27+00:00,2012-11-16 21:45:49+00:00,coyotemarin,
bigo,576,make MockBucket inherit from object why not,0,2,1,3,0,,merged,2012-11-13T23:25:44+00:00,2012-11-13 23:31:22+00:00,sudarshang,v0.4.0
tarnfeld,575,Removed hardcoded s3n check.,250,10,1,2,1,2012-11-05T15:30:02+00:00,merged,2012-10-28T02:02:31+00:00,2012-11-05 15:29:30+00:00,coyotemarin,
coyotemarin,574,Jobconf in steps,247,245,11,3,0,,merged,2012-10-28T00:31:32+00:00,2012-11-05 14:59:12+00:00,coyotemarin,v0.4.0
tarnfeld,573,Fix for hadoop `ls` when using s3n:/// urls,509,23,1,2,6,2012-10-28T00:40:45+00:00;2012-10-28T00:46:27+00:00;2012-10-28T00:49:00+00:00;2012-10-28T01:06:17+00:00;2012-10-28T02:22:36+00:00;2012-11-07T00:30:36+00:00,merged,2012-10-18T10:33:34+00:00,2012-11-07 00:30:02+00:00,coyotemarin,
sudarshang,572,Fixed local mode failing tests,0,28,1,2,2,2012-10-28T00:52:10+00:00;2012-10-30T21:33:11+00:00,merged,2012-10-17T02:29:03+00:00,2012-10-30 21:32:38+00:00,coyotemarin,
sudarshang,571,Merge release 0 3 5,42,9,2,3,0,,merged,2012-10-16T21:43:59+00:00,2012-10-16 23:27:44+00:00,coyotemarin,v0.4.0
sudarshang,570,Merge release 0.3.5,37,202,5,1,1,2012-10-16T19:53:56+00:00,closed,2012-10-16T01:55:42+00:00,2012-10-16 19:53:56+00:00,sudarshang,
irskep,566,Simple EMR quickstart docs,111,187,7,3,5,2012-09-25T00:16:53+00:00;2012-09-25T00:31:01+00:00;2012-09-25T00:34:26+00:00;2012-09-25T00:27:29+00:00;2012-09-25T00:28:44+00:00,merged,2012-09-25T00:08:52+00:00,2012-09-25 00:34:20+00:00,coyotemarin,v0.4.0
rfbowen,562,Improving test case coverage for fs methods (Issue #550),114,91,7,2,0,,merged,2012-09-13T21:47:51+00:00,2012-09-13 22:31:33+00:00,irskep,
gcorreaq,558,Added support for the 'api_params' parameter of boto,467,2,1,2,13,2012-09-10T19:42:07+00:00;2013-02-08T01:49:29+00:00;2013-02-08T15:59:17+00:00;2013-09-23T23:26:55+00:00;2013-11-20T03:23:04+00:00;2013-11-20T03:23:49+00:00;2013-11-20T05:38:15+00:00;2013-12-11T19:49:27+00:00;2013-12-11T19:57:02+00:00;2013-12-11T19:59:06+00:00;2014-01-22T17:49:03+00:00;2014-02-11T10:16:00+00:00;2014-02-14T19:36:36+00:00,closed,2012-09-05T05:01:56+00:00,2014-02-14 19:36:36+00:00,coyotemarin,
eklitzke,556,Use syntax highlighting in README.rst,75,2,1,3,2,2012-08-31T17:44:17+00:00;2012-08-31T17:54:47+00:00,merged,2012-08-31T17:38:51+00:00,2012-08-31 17:54:41+00:00,coyotemarin,v0.4.0
coyotemarin,555,Just use value error,104,9,2,3,1,2012-08-28T22:21:06+00:00,merged,2012-08-28T22:20:49+00:00,2012-08-28 22:21:43+00:00,irskep,v0.3.5
coyotemarin,553,Fix HadoopJobRunner.path_exists() (Issue #549),416,34,3,3,2,2012-08-27T23:45:46+00:00;2012-08-28T00:15:54+00:00,merged,2012-08-27T23:36:57+00:00,2012-08-27 23:45:49+00:00,irskep,v0.3.5
coyotemarin,552,Fix HadoopJobRunner.path_exists() (Issue #549),416,34,3,1,0,,closed,2012-08-27T23:36:30+00:00,2012-08-27 23:36:34+00:00,coyotemarin,
coyotemarin,551,Fix HadoopJobRunner.path_exists() (Issue #549),416,34,3,1,0,,closed,2012-08-27T23:35:17+00:00,2012-08-27 23:36:06+00:00,coyotemarin,
irskep,548,Only install simplejson if python version < 2.6,31,4,1,1,8,2012-08-27T21:26:19+00:00;2012-08-27T21:30:07+00:00;2012-08-27T21:41:22+00:00;2012-08-27T21:45:47+00:00;2012-08-27T21:47:35+00:00;2012-08-27T21:51:28+00:00;2012-08-27T21:58:21+00:00;2012-08-27T21:58:43+00:00,closed,2012-08-27T21:24:15+00:00,2012-08-27 21:58:21+00:00,irskep,
coyotemarin,547,Manage uploads better,735,2052,30,3,24,2012-08-27T21:26:58+00:00;2012-08-27T21:27:43+00:00;2012-08-27T21:41:42+00:00;2012-08-27T22:07:36+00:00;2012-08-27T22:08:51+00:00;2012-08-27T22:51:07+00:00;2012-08-27T22:51:43+00:00;2012-08-27T22:52:20+00:00;2012-08-27T23:06:06+00:00;2012-08-27T23:07:51+00:00;2012-08-27T23:11:05+00:00;2012-08-27T23:11:33+00:00;2012-08-27T23:13:20+00:00;2012-08-27T23:15:34+00:00;2012-08-27T23:19:19+00:00;2012-08-27T23:22:24+00:00;2012-08-27T23:34:35+00:00;2012-08-27T23:55:09+00:00;2012-08-27T23:56:22+00:00;2012-08-27T23:59:23+00:00;2012-08-28T00:00:02+00:00;2012-08-28T00:01:13+00:00;2012-08-28T00:02:23+00:00;2012-08-28T00:17:02+00:00,merged,2012-08-27T21:20:38+00:00,2012-08-31 20:16:54+00:00,irskep,v0.4.0
irskep,546,Merge 0.3.5 again and fix a few issues,304,169,10,3,0,,merged,2012-08-27T21:11:08+00:00,2012-08-27 21:26:56+00:00,coyotemarin,v0.4.0
irskep,545,mrjob.conf aliases JSONDecodeError to ValueError if not using simplejson,78,7,2,3,5,2012-08-27T21:02:17+00:00;2012-08-27T21:02:33+00:00;2012-08-27T21:02:45+00:00;2012-08-27T21:03:01+00:00;2012-08-27T21:08:03+00:00,merged,2012-08-27T20:48:14+00:00,2012-08-27 21:08:34+00:00,coyotemarin,v0.3.5
irskep,542,Improvements to bin/mrjob,656,293,13,3,8,2012-08-24T21:49:37+00:00;2012-08-25T00:03:53+00:00;2012-08-24T20:22:36+00:00;2012-08-24T20:24:46+00:00;2012-08-24T20:27:53+00:00;2012-08-24T20:39:52+00:00;2012-08-24T20:43:57+00:00;2012-08-25T00:03:09+00:00,merged,2012-08-24T00:03:31+00:00,2012-08-25 00:03:43+00:00,coyotemarin,v0.4.0
irskep,541,Document and fix a bunch of things,28,592,20,3,1,2012-08-27T17:16:58+00:00,merged,2012-08-23T22:31:13+00:00,2012-08-27 21:44:38+00:00,coyotemarin,v0.4.0
irskep,540,Merge release-v0.3.5,104,501,7,3,2,2012-08-22T17:35:32+00:00;2012-08-22T17:39:16+00:00,merged,2012-08-22T17:34:33+00:00,2012-08-22 20:21:32+00:00,coyotemarin,v0.4.0
coyotemarin,536,Fix jobconf dict list,214,131,2,3,1,2012-08-22T20:23:34+00:00,merged,2012-08-21T22:30:05+00:00,2012-08-22 20:23:38+00:00,irskep,v0.3.5
coyotemarin,535,Fix jobconf dict list,214,657,10,1,0,,closed,2012-08-21T22:29:28+00:00,2012-08-21 22:29:37+00:00,coyotemarin,
irskep,530,EMRJobRunner handles lack of interpreter,426,10,2,5,2,2012-08-02T01:09:27+00:00;2012-08-22T17:10:45+00:00,merged,2012-08-02T00:13:25+00:00,2012-08-22 20:24:42+00:00,coyotemarin,v0.4.0
superyesh,529,Matrix multiplicatione xample added,0,115,3,2,8,2012-08-02T01:22:57+00:00;2013-06-07T04:57:06+00:00;2013-09-03T01:19:34+00:00;2012-08-01T05:10:14+00:00;2012-08-01T05:13:24+00:00;2012-08-01T05:13:56+00:00;2012-08-01T05:14:30+00:00;2012-08-01T18:28:46+00:00,closed,2012-08-01T05:02:20+00:00,2013-11-15 21:19:25+00:00,irskep,
irskep,528,--steps-interpreter,372,91,8,5,1,2012-08-01T04:54:16+00:00,merged,2012-08-01T04:44:59+00:00,2012-08-01 04:53:53+00:00,coyotemarin,v0.4.0
derwiki,527,"mr_wc.rb, a sample Ruby runner for MrJob",114,76,1,5,0,,merged,2012-08-01T04:33:18+00:00,2012-08-01 04:35:21+00:00,irskep,v0.4.0
irskep,526,Fix HADOOP_HOME test failures if you don't have it set,20,11,2,5,1,2012-08-01T04:55:20+00:00,merged,2012-08-01T04:32:23+00:00,2012-08-01 04:55:03+00:00,coyotemarin,v0.4.0
jblomo,525,replace custom SSHException class with IOError. Fix #398,81,91,5,3,0,,merged,2012-08-01T02:55:51+00:00,2012-08-23 19:43:21+00:00,irskep,
jblomo,524,remove cwd from *PYTHONPATH. Fix #424,47,7,1,4,4,2012-08-01T02:53:33+00:00;2012-08-01T02:56:41+00:00;2012-08-01T04:05:25+00:00;2012-08-01T04:57:19+00:00,merged,2012-08-01T02:18:36+00:00,2012-08-23 19:40:41+00:00,irskep,
irskep,523,"Test case for something I broke today, and corresponding fix",93,26,2,5,0,,merged,2012-08-01T02:14:24+00:00,2012-08-01 02:14:59+00:00,coyotemarin,v0.4.0
jblomo,521,no-output documentation. Fix #448,36,5,2,5,0,,merged,2012-08-01T01:39:34+00:00,2012-08-01 01:43:15+00:00,coyotemarin,v0.4.0
irskep,520,--interpreter,113,788,14,5,13,2012-07-31T21:44:16+00:00;2012-07-31T23:15:12+00:00;2012-08-01T00:01:20+00:00;2012-07-31T22:37:47+00:00;2012-07-31T22:41:10+00:00;2012-07-31T22:45:46+00:00;2012-07-31T22:47:53+00:00;2012-07-31T22:48:42+00:00;2012-07-31T22:55:29+00:00;2012-07-31T22:59:42+00:00;2012-07-31T23:00:23+00:00;2012-07-31T23:08:05+00:00;2012-07-31T23:11:43+00:00,merged,2012-07-31T21:38:02+00:00,2012-08-01 00:01:58+00:00,coyotemarin,v0.4.0
irskep,519,Fix step # mismatch when using --enable-emr-debugging,332,107,3,4,4,2012-08-24T20:56:27+00:00;2012-08-25T00:05:45+00:00;2012-08-01T05:00:27+00:00;2012-08-01T05:01:06+00:00,merged,2012-07-30T23:56:37+00:00,2012-08-25 00:05:33+00:00,coyotemarin,v0.3.5
t2y,518,Update latest REGION_TO_EMR_ENDPOINT and REGION_TO_S3_ENDPOINT,131,23,1,6,2,2012-07-30T07:54:07+00:00;2012-07-30T18:02:59+00:00,merged,2012-07-30T07:28:56+00:00,2012-07-30 18:02:36+00:00,coyotemarin,v0.3.5
t2y,517,Update latest REGION_TO_EMR_ENDPOINT and REGION_TO_S3_ENDPOINT	,115,23,1,3,2,2012-07-30T05:38:32+00:00;2012-07-30T07:31:09+00:00,closed,2012-07-30T05:26:20+00:00,2012-07-30 07:53:40+00:00,irskep,
irskep,515,Refactor mrjob.logparsers,434,373,4,5,0,,merged,2012-07-21T00:20:15+00:00,2012-07-30 17:56:54+00:00,coyotemarin,v0.3.5
irskep,511,Use -cacheFile/Archive with Hadoop 0.20.203 (fix #489),22,14,2,5,2,2012-07-20T17:58:15+00:00;2012-07-20T06:24:05+00:00,merged,2012-07-20T01:12:45+00:00,2012-07-28 00:16:00+00:00,coyotemarin,v0.3.5
irskep,510,Passthrough options ordering fix,536,111,4,5,0,,merged,2012-07-18T22:23:29+00:00,2012-07-18 23:57:05+00:00,coyotemarin,v0.3.5
irskep,508,Refactor of the way steps are defined and passed between job and runner,1246,3146,27,5,30,2012-07-17T17:45:56+00:00;2012-07-18T19:54:32+00:00;2012-07-18T19:57:42+00:00;2012-07-20T00:51:40+00:00;2012-07-20T00:52:06+00:00;2012-07-26T20:56:21+00:00;2012-07-17T17:35:54+00:00;2012-07-17T17:39:00+00:00;2012-07-17T17:40:04+00:00;2012-07-17T17:55:39+00:00;2012-07-17T17:57:12+00:00;2012-07-17T17:59:18+00:00;2012-07-17T18:02:52+00:00;2012-07-17T18:07:05+00:00;2012-07-17T18:07:15+00:00;2012-07-17T18:07:46+00:00;2012-07-17T18:08:17+00:00;2012-07-17T18:08:52+00:00;2012-07-17T18:22:02+00:00;2012-07-17T18:34:13+00:00;2012-07-17T18:35:39+00:00;2012-07-17T20:46:20+00:00;2012-07-17T20:48:45+00:00;2012-07-18T19:25:09+00:00;2012-07-19T23:01:27+00:00;2012-07-19T23:01:49+00:00;2012-07-19T23:02:31+00:00;2012-07-20T00:56:21+00:00;2012-07-28T00:19:41+00:00;2012-07-28T00:22:45+00:00,merged,2012-07-17T17:35:08+00:00,2012-07-28 00:53:41+00:00,coyotemarin,v0.4.0
iph,507,Cleanup mrjob.retry #3,271,147,4,3,2,2012-07-17T18:39:11+00:00;2012-07-17T17:47:01+00:00,closed,2012-07-16T23:24:43+00:00,2012-07-17 18:39:11+00:00,irskep,
iph,506,Added JOB_FLOW to cleanup options #455,205,75,3,4,9,2012-07-13T23:56:28+00:00;2012-07-13T23:52:42+00:00;2012-07-13T23:53:40+00:00;2012-07-17T20:43:27+00:00;2012-07-18T16:53:34+00:00;2012-07-18T22:38:43+00:00;2012-07-19T19:47:05+00:00;2012-07-19T21:26:31+00:00;2012-08-02T00:10:10+00:00,merged,2012-07-13T23:51:10+00:00,2012-08-22 21:03:13+00:00,irskep,
iph,505,base_tmp_dir environment variable fix. #447,114,31,2,5,2,2012-07-13T23:51:15+00:00;2012-07-16T21:45:30+00:00,merged,2012-07-13T23:46:20+00:00,2012-07-16 21:45:34+00:00,irskep,v0.3.5
iph,503,Local Runner GZ Relative Path Fix,51,27,2,5,1,2012-07-12T00:15:10+00:00,merged,2012-07-11T23:38:31+00:00,2012-07-12 00:15:04+00:00,irskep,v0.3.5
iph,502,max_wait_for_pool option feature,120,159,5,4,13,2012-07-11T20:57:29+00:00;2012-07-11T20:54:48+00:00;2012-07-11T20:55:33+00:00;2012-07-11T20:56:25+00:00;2012-07-11T20:57:05+00:00;2012-07-11T20:57:16+00:00;2012-07-11T20:59:38+00:00;2012-07-11T21:46:48+00:00;2012-07-11T21:48:37+00:00;2012-07-11T21:49:42+00:00;2012-07-11T21:50:40+00:00;2012-07-11T22:26:26+00:00;2012-07-11T22:33:33+00:00,merged,2012-07-11T20:51:36+00:00,2012-07-12 00:53:31+00:00,irskep,
irskep,497,Simplify test cases using mock.patch,111,450,12,5,3,2012-07-03T22:39:09+00:00;2012-07-03T22:40:29+00:00;2012-07-11T21:02:18+00:00,merged,2012-07-03T22:38:39+00:00,2012-07-11 21:59:53+00:00,coyotemarin,v0.4.0
irskep,496,Merge current release-v0.3.5 into master (0.4),70,463,12,5,0,,merged,2012-07-03T18:42:10+00:00,2012-07-03 18:45:10+00:00,coyotemarin,v0.4.0
irskep,495,Simplify mrjob.conf sandboxing in local and EMR tests,655,590,7,5,10,2012-07-03T17:27:14+00:00;2012-07-03T18:45:17+00:00;2012-07-03T18:47:15+00:00;2012-07-03T18:48:09+00:00;2012-07-03T18:55:00+00:00;2012-07-03T06:03:05+00:00;2012-07-03T16:58:29+00:00;2012-07-03T17:15:19+00:00;2012-07-03T17:17:28+00:00;2012-07-03T17:32:31+00:00,merged,2012-07-03T06:01:40+00:00,2012-07-03 19:32:59+00:00,coyotemarin,v0.4.0
irskep,493,"Fix #490, #452, #431, and other things",386,94,8,5,0,,merged,2012-06-28T00:17:33+00:00,2012-06-28 00:45:21+00:00,coyotemarin,v0.3.5
irskep,492,Terminate job but not job flow on Ctrl+C,676,332,5,5,10,2012-06-27T21:42:57+00:00;2012-06-27T21:50:56+00:00;2012-06-27T19:08:05+00:00;2012-06-27T19:10:44+00:00;2012-06-27T20:08:31+00:00;2012-06-27T20:08:44+00:00;2012-06-27T20:22:32+00:00;2012-06-27T20:23:49+00:00;2012-06-27T20:24:09+00:00;2012-06-27T20:30:58+00:00,merged,2012-06-27T02:12:16+00:00,2012-06-27 21:50:50+00:00,coyotemarin,v0.3.5
irskep,487,Fix HADOOP_HOME regression,206,35,2,5,0,,merged,2012-06-21T01:16:02+00:00,2012-06-26 00:43:03+00:00,coyotemarin,v0.3.5
irskep,480,Refactor: separate MRJobLauncher from MRJob,59,1720,6,5,6,2012-06-16T00:17:49+00:00;2012-06-16T00:55:33+00:00;2012-06-20T02:44:45+00:00;2012-07-03T17:34:27+00:00;2012-07-03T17:38:23+00:00;2012-07-03T17:54:37+00:00,merged,2012-06-15T23:55:22+00:00,2012-07-03 17:58:03+00:00,coyotemarin,v0.4.0
irskep,476,Fix gz files killing local runner,161,40,2,5,0,,merged,2012-06-13T00:18:59+00:00,2012-06-13 00:40:01+00:00,coyotemarin,v0.3.4.1
irskep,475,--conf-path can be used multiple times,407,572,31,5,9,2012-06-12T19:36:47+00:00;2012-06-15T22:47:28+00:00;2012-06-15T23:00:35+00:00;2012-06-15T23:05:34+00:00;2012-06-15T23:10:31+00:00;2012-06-15T23:25:28+00:00;2012-06-15T22:52:56+00:00;2012-06-15T22:57:14+00:00;2012-06-15T22:57:43+00:00,merged,2012-06-12T19:27:10+00:00,2012-06-15 23:34:08+00:00,coyotemarin,v0.4.0
irskep,474,Refactor: precursor to multiple languages,1239,1207,3,3,9,2012-06-08T22:16:35+00:00;2012-06-08T22:21:13+00:00;2012-06-08T22:22:44+00:00;2012-06-09T00:02:30+00:00;2012-06-15T23:50:30+00:00;2012-06-15T23:55:52+00:00;2012-06-08T22:13:47+00:00;2012-06-08T22:20:02+00:00;2012-06-16T00:08:56+00:00,closed,2012-06-08T22:00:35+00:00,2012-06-15 23:55:52+00:00,irskep,
irskep,473,Remove deprecated functionality for v0.4,129,680,12,5,1,2012-06-08T21:48:58+00:00,merged,2012-06-07T21:46:13+00:00,2012-06-08 21:48:51+00:00,coyotemarin,v0.4.0
irskep,472,Allow unicode in counter/status msg names,253,80,4,5,3,2012-06-04T19:27:29+00:00;2012-06-04T21:01:47+00:00;2012-06-04T22:37:44+00:00,merged,2012-06-04T19:24:41+00:00,2012-06-11 19:13:37+00:00,irskep,v0.3.4
irskep,471,"Jobconf: boolean values, hadoop_version",21,73,2,5,3,2012-06-04T21:05:15+00:00;2012-06-04T21:34:57+00:00;2012-06-04T21:38:55+00:00,merged,2012-06-02T00:35:37+00:00,2012-06-04 21:45:15+00:00,coyotemarin,v0.3.4
irskep,467,Make inline runner the default,44,16,2,3,6,2012-06-04T21:06:53+00:00;2012-06-04T21:12:18+00:00;2012-06-04T21:28:17+00:00;2012-06-04T21:36:59+00:00;2012-06-04T21:57:21+00:00;2012-06-09T00:07:37+00:00,closed,2012-05-31T19:03:46+00:00,2012-06-09 00:07:37+00:00,irskep,
irskep,466,Make tests twice as fast using mock,790,136,17,5,13,2012-06-04T21:07:26+00:00;2012-06-04T21:09:03+00:00;2012-06-04T21:13:55+00:00;2012-06-04T21:16:51+00:00;2012-06-04T23:11:22+00:00;2012-06-04T23:13:56+00:00;2012-06-04T23:15:03+00:00;2012-06-04T23:23:53+00:00;2012-06-04T23:24:41+00:00;2012-06-04T23:33:00+00:00;2012-06-04T23:35:30+00:00;2012-06-04T23:46:53+00:00;2012-06-04T23:49:39+00:00,merged,2012-05-31T01:43:25+00:00,2012-06-04 23:48:15+00:00,coyotemarin,v0.3.4
irskep,464,Fix counter parsing when multiple *COUNTERS= present in same line,51,27,2,5,1,2012-05-30T22:36:03+00:00,merged,2012-05-30T22:29:03+00:00,2012-05-30 22:35:55+00:00,coyotemarin,v0.3.4
irskep,463,Oops I reorganized all the docs again,580,3514,40,2,2,2012-05-31T19:04:43+00:00;2012-06-09T00:07:51+00:00,closed,2012-05-26T00:23:41+00:00,2012-06-09 00:07:51+00:00,irskep,
irskep,461,Counter fetching no longer aborts inappropriately,389,116,6,5,3,2012-05-21T19:43:49+00:00;2012-05-21T21:02:30+00:00;2012-05-21T17:06:54+00:00,merged,2012-05-21T16:38:35+00:00,2012-05-21 21:02:25+00:00,coyotemarin,v0.3.4
t2y,460,"A typo in ""--disable-emr-debugging"" help message",21,2,1,5,1,2012-05-18T20:39:40+00:00,merged,2012-05-18T10:59:32+00:00,2012-05-18 20:39:53+00:00,coyotemarin,v0.3.4
irskep,459,"Split help into --help, --help-emr, --help-hadoop, and --help-runner",1537,59,2,5,5,2012-05-17T01:04:16+00:00;2012-05-17T01:10:12+00:00;2012-05-17T01:22:08+00:00;2012-05-17T18:29:28+00:00;2012-05-18T20:37:08+00:00,merged,2012-05-17T00:55:46+00:00,2012-05-18 20:36:20+00:00,coyotemarin,v0.3.4
irskep,456,"Remove EMRJobRunner._upload_args(), which was called from nowhere",21,14,1,5,0,,merged,2012-05-15T20:42:52+00:00,2012-05-15 21:02:21+00:00,coyotemarin,v0.3.4
irskep,454,Job flow killer puts termination reason in lock file,264,18,1,5,0,,merged,2012-05-14T22:35:19+00:00,2012-05-14 22:43:26+00:00,coyotemarin,v0.3.4
irskep,453,Un-revert boto 2.3.0 update,157,345,5,3,2,2012-05-15T17:43:14+00:00;2012-06-09T00:06:41+00:00,closed,2012-05-14T22:22:48+00:00,2012-06-09 00:06:41+00:00,irskep,
paxan,448,Nix boto_2_1_1_83aae37b.py and point at boto-2.3.0,565,345,5,9,6,2012-05-08T20:09:16+00:00;2012-05-08T20:12:15+00:00;2012-05-08T20:31:23+00:00;2012-05-08T21:31:35+00:00;2012-05-08T22:57:50+00:00;2012-05-14T22:22:58+00:00,merged,2012-05-08T20:03:11+00:00,2012-05-08 20:09:30+00:00,irskep,v0.4.0
dgleich,447,Integrate typedbytes into mrjob,431,190,7,8,21,2012-05-08T18:17:44+00:00;2012-05-08T18:38:01+00:00;2012-05-10T17:40:16+00:00;2012-05-15T19:41:29+00:00;2012-05-16T15:25:37+00:00;2012-05-16T20:49:12+00:00;2012-07-19T18:53:30+00:00;2012-07-21T20:30:55+00:00;2012-07-21T22:03:35+00:00;2012-08-22T23:05:31+00:00;2012-08-26T18:21:27+00:00;2013-01-17T01:37:56+00:00;2013-01-17T06:58:18+00:00;2013-01-17T12:35:59+00:00;2013-06-07T05:00:14+00:00;2013-06-07T06:11:27+00:00;2014-02-10T21:21:10+00:00;2014-02-13T13:56:50+00:00;2014-02-13T17:41:05+00:00;2015-03-09T01:12:54+00:00;2015-03-10T21:11:09+00:00,closed,2012-05-08T18:01:58+00:00,2015-03-10 21:11:09+00:00,coyotemarin,
BrandonHaynes,445,Initial IronPython support in the local runner,761,20,3,4,5,2012-04-22T00:42:14+00:00;2012-05-15T17:49:39+00:00;2012-05-31T14:10:47+00:00;2012-05-31T18:24:53+00:00;2012-06-11T19:29:00+00:00,merged,2012-04-22T00:05:33+00:00,2012-06-11 19:28:22+00:00,irskep,
